1.400000000000000000e+01,3.372003999174921773e-03,1.400000000000000000e+01,3.300604999822098762e-03
1.600000000000000000e+01,3.316816999358707108e-03,1.400000000000000000e+01,3.262300999267608859e-03
1.400000000000000000e+01,3.366578999703051522e-03,1.400000000000000000e+01,3.339060000143945217e-03
1.400000000000000000e+01,3.308085000753635541e-03,1.400000000000000000e+01,3.231652999602374621e-03
1.400000000000000000e+01,3.294436999567551538e-03,1.400000000000000000e+01,3.234953999708523043e-03
1.600000000000000000e+01,3.411474001040915027e-03,1.400000000000000000e+01,3.336566998768830672e-03
1.400000000000000000e+01,3.286982999270549044e-03,1.400000000000000000e+01,3.213191001123050228e-03
1.400000000000000000e+01,3.416309000385808758e-03,1.400000000000000000e+01,3.296643000794574618e-03
1.400000000000000000e+01,3.249944000344839878e-03,1.400000000000000000e+01,3.254564999224385247e-03
1.800000000000000000e+01,3.348590998939471319e-03,1.400000000000000000e+01,3.239597999709076248e-03
1.400000000000000000e+01,3.304150999611010775e-03,1.400000000000000000e+01,3.277947000242420472e-03
1.400000000000000000e+01,3.502884001136408187e-03,1.400000000000000000e+01,3.429102998779853806e-03
1.400000000000000000e+01,3.342992000398226082e-03,1.400000000000000000e+01,3.352891000758972950e-03
1.400000000000000000e+01,3.224576001230161637e-03,1.400000000000000000e+01,3.262084999732905999e-03
1.400000000000000000e+01,3.300190001027658582e-03,1.400000000000000000e+01,3.532089000145788305e-03
