1.800000000000000000e+01,3.373899999132845551e-03,1.400000000000000000e+01,3.481187999568646774e-03
1.800000000000000000e+01,3.337261001433944330e-03,1.400000000000000000e+01,3.258845999880577438e-03
1.800000000000000000e+01,3.411922998566296883e-03,1.400000000000000000e+01,3.293686000688467175e-03
1.800000000000000000e+01,3.553235999788739718e-03,1.400000000000000000e+01,3.465720999884069897e-03
1.800000000000000000e+01,3.552705000402056612e-03,1.400000000000000000e+01,3.249968000091030262e-03
1.800000000000000000e+01,3.422010000576847233e-03,1.400000000000000000e+01,3.482435000478290021e-03
1.800000000000000000e+01,3.522262999467784539e-03,1.400000000000000000e+01,3.238582999983918853e-03
1.800000000000000000e+01,3.418230000534094870e-03,1.400000000000000000e+01,3.239324001697241329e-03
1.800000000000000000e+01,3.463855000518378802e-03,1.400000000000000000e+01,3.248008000809932128e-03
1.800000000000000000e+01,3.305296999315032735e-03,1.400000000000000000e+01,3.329049999592825770e-03
1.800000000000000000e+01,3.310169000542373396e-03,1.400000000000000000e+01,3.306657999928575009e-03
1.800000000000000000e+01,3.507798999635269865e-03,1.400000000000000000e+01,3.332812999360612594e-03
1.800000000000000000e+01,3.444055999352713116e-03,1.400000000000000000e+01,3.461204001723672263e-03
1.800000000000000000e+01,3.311083999506081454e-03,1.400000000000000000e+01,3.314224000860122032e-03
1.800000000000000000e+01,3.385398000318673439e-03,1.400000000000000000e+01,3.247477001423249021e-03
