nom,epoch,trial,battery,station,target,reward,state,action,destiny,done,fail,other
[0, 0, 0, 99, 99, 99, -1, 99, 2, 1, 0, 0, 0]
[0, 0, 1, 98, 90.7146157431864, 94.70395779819081, -1, 98, 3, 0, 0, 0, 0]
[0, 0, 2, 97, 82.71763746124408, 91.22282484984174, -1, 97, 0, 0, 0, 0, 0]
[0, 0, 3, 96, 75.10125240771652, 88.65265056855428, -1, 96, 0, 0, 0, 0, 0]
[0, 0, 4, 95, 67.99347915460106, 87.07413887244226, -1, 95, 0, 0, 0, 0, 0]
[0, 0, 5, 94, 61.57071406268307, 86.54157033603224, -1, 94, 0, 0, 0, 0, 0]
[0, 0, 6, 93, 54.39478332368086, 76.92584029869532, -1, 93, 3, 0, 0, 0, 0]
[0, 0, 7, 92, 54.39478332368086, 76.92584029869532, -1, 92, 2, 0, 0, 0, 0]
[0, 0, 8, 91, 48.07865018668458, 77.52449399906664, -1, 91, 0, 0, 0, 0, 0]
[0, 0, 9, 90, 48.07865018668458, 77.52449399906664, -1, 90, 2, 0, 0, 0, 0]
[0, 0, 10, 89, 48.07865018668458, 77.52449399906664, -1, 89, 2, 0, 0, 0, 0]
[0, 0, 11, 88, 40.796087492760634, 67.99347915460106, -1, 88, 3, 0, 0, 0, 0]
[0, 0, 12, 87, 34.670007700637505, 70.0035713374682, 5, 87, 3, 0, 0, 0, 0]
[0, 0, 13, 86, 27.19739166184043, 60.81521656656117, 5, 86, 1, 1, 0, 0, 0]
[0, 0, 14, 85, 21.501426016771934, 51.7822909919729, 5, 85, 0, 0, 0, 0, 0]
[0, 0, 15, 84, 21.501426016771934, 51.7822909919729, 5, 84, 2, 0, 0, 0, 0]
[0, 0, 16, 83, 21.501426016771934, 51.7822909919729, 5, 83, 2, 0, 0, 0, 0]
[0, 0, 17, 82, 21.501426016771934, 51.7822909919729, 5, 82, 2, 0, 0, 0, 0]
[0, 0, 18, 81, 21.501426016771934, 51.7822909919729, 5, 81, 2, 0, 0, 0, 0]
[0, 0, 19, 80, 30.407608283280585, 49.030795097821205, 5, 80, 3, 0, 0, 0, 0]
[0, 0, 20, 79, 30.407608283280585, 49.030795097821205, 5, 79, 2, 0, 0, 0, 0]
[0, 0, 21, 78, 21.501426016771934, 51.7822909919729, 5, 78, 1, 1, 0, 0, 0]
[0, 0, 22, 77, 21.501426016771934, 51.7822909919729, 5, 77, 2, 1, 0, 0, 0]
[0, 0, 23, 76, 30.407608283280585, 49.030795097821205, 5, 76, 3, 0, 0, 0, 0]
[0, 0, 24, 75, 28.847190112010743, 39.646670611364556, 5, 75, 0, 0, 0, 0, 0]
[0, 0, 25, 74, 38.46292014934766, 38.46292014934766, -1, 74, 3, 0, 0, 0, 0]
[0, 0, 26, 73, 39.646670611364556, 28.847190112010743, 10, 73, 0, 0, 0, 0, 0]
[0, 0, 27, 72, 43.00285203354387, 19.23146007467383, 10, 72, 0, 0, 0, 0, 0]
[0, 0, 28, 71, 48.07865018668458, 9.615730037336915, 10, 71, 0, 0, 0, 0, 0]
[0, 0, 29, 70, 40.796087492760634, 13.598695830920215, 10, 70, 1, 1, 0, 0, 0]
[0, 0, 30, 69, 40.796087492760634, 13.598695830920215, 10, 69, 2, 1, 0, 0, 0]
