nom,epoch,trial,battery,station,target,reward,state,action,x,y,done,fail,ds
[0, 0, 47, 21.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 0, 48, 18.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 0, 49, 16.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 0, 50, 13.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 0, 51, 11.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 0, 52, 8.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 1, 1, 97.5, 99, 99, -1, 35, 2, 6, 1, 0, 0, 0]
[0, 1, 2, 96.0, 90.7146157431864, 94.70395779819081, -1, 35, 0, 1, 0, 0, 0, 0]
[0, 1, 3, 94.5, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 1, 4, 93.0, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 1, 5, 91.5, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 1, 6, 90.0, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 1, 7, 88.5, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
[0, 1, 8, 87.0, 75.10125240771652, 88.65265056855428, -1, 35, 2, 3, 0, 0, 0, 0]
[0, 1, 9, 85.5, 69.34001540127501, 79.29334122272911, -1, 35, 0, 3, 1, 0, 0, 0]
[0, 1, 10, 84.0, 61.57071406268307, 77.52449399906664, -1, 35, 1, 4, 1, 0, 0, 0]
[0, 1, 11, 82.5, 56.06885928153056, 67.99347915460106, -1, 34, 1, 4, 2, 0, 0, 0]
[0, 1, 12, 81.0, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 1, 13, 79.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 1, 14, 78.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 1, 15, 76.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 1, 16, 75.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 1, 17, 73.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 1, 18, 72.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 1, 19, 70.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 1, 20, 69.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 1, 21, 67.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 1, 22, 66.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 1, 23, 64.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 1, 24, 63.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 1, 25, 61.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 1, 26, 60.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 1, 27, 58.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 1, 28, 57.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 1, 29, 55.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 1, 30, 54.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 1, 31, 52.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 1, 32, 51.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 1, 33, 49.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 1, 34, 48.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 1, 35, 46.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 1, 36, 45.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 1, 37, 43.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 1, 38, 42.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 1, 39, 40.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 1, 40, 38.5, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 1, 41, 36.0, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 1, 42, 33.5, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 1, 43, 31.0, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 1, 44, 28.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 1, 45, 26.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 1, 46, 23.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 1, 47, 21.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 1, 48, 18.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 1, 49, 16.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 1, 50, 13.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 1, 51, 11.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 1, 52, 8.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 2, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 0, 1, 0, 0, 0, 0]
[0, 2, 2, 96.0, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 2, 3, 94.5, 82.71763746124408, 91.22282484984174, -1, 35, 0, 2, 0, 0, 0, 0]
[0, 2, 4, 93.0, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 2, 5, 91.5, 75.10125240771652, 88.65265056855428, -1, 35, 0, 3, 0, 0, 0, 0]
[0, 2, 6, 90.0, 75.10125240771652, 88.65265056855428, -1, 35, 2, 3, 0, 0, 0, 0]
[0, 2, 7, 88.5, 69.34001540127501, 79.29334122272911, -1, 35, 0, 3, 1, 0, 0, 0]
[0, 2, 8, 87.0, 61.57071406268307, 77.52449399906664, -1, 35, 1, 4, 1, 0, 0, 0]
[0, 2, 9, 85.5, 56.06885928153056, 67.99347915460106, -1, 34, 0, 4, 2, 0, 0, 0]
[0, 2, 10, 84.0, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 2, 11, 82.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 2, 12, 81.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 2, 13, 79.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 2, 14, 78.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 2, 15, 76.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 2, 16, 75.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 2, 17, 73.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 2, 18, 72.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 2, 19, 70.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 2, 20, 69.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 2, 21, 67.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 2, 22, 66.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 2, 23, 64.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 2, 24, 63.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 2, 25, 61.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 2, 26, 60.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 2, 27, 58.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 2, 28, 57.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 2, 29, 55.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 2, 30, 54.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 2, 31, 52.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 2, 32, 51.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 2, 33, 49.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 2, 34, 48.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 2, 35, 46.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 2, 36, 45.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 2, 37, 43.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 2, 38, 42.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 2, 39, 40.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 2, 40, 38.5, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 2, 41, 36.0, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 2, 42, 33.5, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 2, 43, 31.0, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 2, 44, 28.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 2, 45, 26.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 2, 46, 23.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 2, 47, 21.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 2, 48, 18.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 2, 49, 16.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 2, 50, 13.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 2, 51, 11.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 2, 52, 8.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 3, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 3, 2, 96.0, 82.71763746124408, 91.22282484984174, -1, 35, 0, 2, 0, 0, 0, 0]
[0, 3, 3, 94.5, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
[0, 3, 4, 93.0, 69.34001540127501, 79.29334122272911, -1, 35, 0, 3, 1, 0, 0, 0]
[0, 3, 5, 91.5, 64.5042780503158, 70.0035713374682, -1, 35, 0, 3, 2, 0, 0, 0]
[0, 3, 6, 90.0, 56.06885928153056, 67.99347915460106, -1, 34, 0, 4, 2, 0, 0, 0]
[0, 3, 7, 88.5, 51.7822909919729, 58.490202372576086, -1, 34, 0, 4, 3, 0, 0, 0]
[0, 3, 8, 87.0, 49.030795097821205, 49.030795097821205, -1, 31, 0, 4, 4, 0, 0, 0]
[0, 3, 9, 85.5, 39.646670611364556, 48.07865018668458, -1, 31, 1, 5, 4, 0, 0, 0]
[0, 3, 10, 84.0, 38.46292014934766, 38.46292014934766, -1, 31, 1, 5, 5, 0, 0, 0]
[0, 3, 11, 82.5, 28.847190112010743, 39.646670611364556, 5, 31, 1, 6, 5, 0, 0, 0]
[0, 3, 12, 81.0, 30.407608283280585, 30.407608283280585, 10, 30, 1, 6, 6, 0, 0, 0]
[0, 3, 13, 79.5, 34.670007700637505, 21.501426016771934, 10, 27, 0, 6, 7, 0, 0, 0]
[0, 3, 14, 78.0, 40.796087492760634, 13.598695830920215, 10, 27, 0, 6, 8, 0, 0, 0]
[0, 3, 15, 76.5, 48.07865018668458, 9.615730037336915, 10, 28, 0, 6, 9, 0, 0, 0]
[0, 3, 16, 75.0, 54.39478332368086, 0, 10, 28, 0, 5, 9, 1, 0, 0]
[0, 4, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 4, 2, 96.0, 82.71763746124408, 91.22282484984174, -1, 35, 0, 2, 0, 0, 0, 0]
[0, 4, 3, 94.5, 77.52449399906664, 82.15683345296888, -1, 35, 0, 2, 1, 0, 0, 0]
[0, 4, 4, 93.0, 69.34001540127501, 79.29334122272911, -1, 35, 1, 3, 1, 0, 0, 0]
[0, 4, 5, 91.5, 69.34001540127501, 79.29334122272911, -1, 35, 2, 3, 1, 0, 0, 0]
[0, 4, 6, 90.0, 69.34001540127501, 79.29334122272911, -1, 35, 2, 3, 1, 0, 0, 0]
[0, 4, 7, 88.5, 69.34001540127501, 79.29334122272911, -1, 35, 2, 3, 1, 0, 0, 0]
[0, 4, 8, 87.0, 61.57071406268307, 77.52449399906664, -1, 35, 1, 4, 1, 0, 0, 0]
[0, 4, 9, 85.5, 56.06885928153056, 67.99347915460106, -1, 34, 0, 4, 2, 0, 0, 0]
[0, 4, 10, 84.0, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 4, 11, 82.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 4, 12, 81.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 4, 13, 79.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 4, 14, 78.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 4, 15, 76.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 4, 16, 75.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 4, 17, 73.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 4, 18, 72.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 4, 19, 70.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 4, 20, 69.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 4, 21, 67.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 4, 22, 66.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 4, 23, 64.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 4, 24, 63.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 4, 25, 61.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 4, 26, 60.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 4, 27, 58.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 4, 28, 57.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 4, 29, 55.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 4, 30, 54.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 4, 31, 52.5, 40.796087492760634, 67.99347915460106, -1, 25, 1, 6, 2, 0, 0, 0]
[0, 4, 32, 51.0, 48.07865018668458, 77.52449399906664, -1, 25, 1, 6, 1, 0, 0, 0]
[0, 4, 33, 49.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 4, 34, 48.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 4, 35, 46.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 4, 36, 45.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 4, 37, 43.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 4, 38, 42.0, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 4, 39, 40.5, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 4, 40, 38.5, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 4, 41, 36.0, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 4, 42, 33.5, 48.07865018668458, 77.52449399906664, -1, 16, 1, 6, 1, 0, 0, 0]
[0, 4, 43, 31.0, 40.796087492760634, 67.99347915460106, -1, 16, 1, 6, 2, 0, 0, 0]
[0, 4, 44, 28.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 4, 45, 26.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 4, 46, 23.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 4, 47, 21.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 4, 48, 18.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 4, 49, 16.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 4, 50, 13.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 4, 51, 11.0, 40.796087492760634, 67.99347915460106, -1, 7, 1, 6, 2, 0, 0, 0]
[0, 4, 52, 8.5, 48.07865018668458, 77.52449399906664, -1, 7, 1, 6, 1, 0, 0, 0]
[0, 5, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 5, 2, 96.0, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 5, 3, 94.5, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 5, 4, 93.0, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 5, 5, 91.5, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
[0, 5, 6, 90.0, 69.34001540127501, 79.29334122272911, -1, 35, 0, 3, 1, 0, 0, 0]
[0, 5, 7, 88.5, 61.57071406268307, 77.52449399906664, -1, 35, 1, 4, 1, 0, 0, 0]
[0, 5, 8, 87.0, 56.06885928153056, 67.99347915460106, -1, 34, 1, 4, 2, 0, 0, 0]
[0, 5, 9, 85.5, 51.7822909919729, 58.490202372576086, -1, 34, 0, 4, 3, 0, 0, 0]
[0, 5, 10, 84.0, 43.00285203354387, 57.69438022402149, -1, 31, 1, 5, 3, 0, 0, 0]
[0, 5, 11, 82.5, 39.646670611364556, 48.07865018668458, -1, 31, 1, 5, 4, 0, 0, 0]
[0, 5, 12, 81.0, 38.46292014934766, 38.46292014934766, -1, 31, 1, 5, 5, 0, 0, 0]
[0, 5, 13, 79.5, 28.847190112010743, 39.646670611364556, 5, 31, 1, 6, 5, 0, 0, 0]
[0, 5, 14, 78.0, 30.407608283280585, 30.407608283280585, 10, 30, 1, 6, 6, 0, 0, 0]
[0, 5, 15, 76.5, 34.670007700637505, 21.501426016771934, 10, 27, 0, 6, 7, 0, 0, 0]
[0, 5, 16, 75.0, 40.796087492760634, 13.598695830920215, 10, 27, 0, 6, 8, 0, 0, 0]
[0, 5, 17, 73.5, 48.07865018668458, 9.615730037336915, 10, 28, 0, 6, 9, 0, 0, 0]
[0, 5, 18, 72.0, 54.39478332368086, 0, 10, 28, 0, 5, 9, 1, 0, 0]
[0, 6, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 6, 2, 96.0, 82.71763746124408, 91.22282484984174, -1, 35, 0, 2, 0, 0, 0, 0]
