nom,epoch,trial,battery,station,target,reward,state,action,x,y,done,fail,dfd
[0, 3, 13, 79.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 3, 14, 78.0, 34.670007700637505, 58.490202372576086, 5, 34, 1, 6, 3, 0, 0, 0]
[0, 3, 15, 76.5, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 3, 16, 75.0, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 3, 17, 73.5, 13.598695830920215, 56.06885928153056, 5, 30, 1, 8, 4, 0, 0, 0]
[0, 3, 18, 72.0, 9.615730037336915, 61.57071406268307, 5, 30, 1, 9, 4, 0, 0, 0]
[0, 3, 19, 70.5, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 4, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 0, 1, 0, 0, 0, 0]
[0, 4, 2, 96.0, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 4, 3, 94.5, 82.71763746124408, 91.22282484984174, -1, 35, 0, 2, 0, 0, 0, 0]
[0, 4, 4, 93.0, 75.10125240771652, 88.65265056855428, -1, 35, 0, 3, 0, 0, 0, 0]
[0, 4, 5, 91.5, 75.10125240771652, 88.65265056855428, -1, 35, 2, 3, 0, 0, 0, 0]
[0, 4, 6, 90.0, 67.99347915460106, 87.07413887244226, -1, 35, 1, 4, 0, 0, 0, 0]
[0, 4, 7, 88.5, 67.99347915460106, 87.07413887244226, -1, 35, 2, 4, 0, 0, 0, 0]
[0, 4, 8, 87.0, 61.57071406268307, 86.54157033603224, -1, 35, 0, 5, 0, 0, 0, 0]
[0, 4, 9, 85.5, 56.06885928153056, 87.07413887244226, -1, 34, 0, 6, 0, 0, 0, 0]
[0, 4, 10, 84.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 4, 11, 82.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 4, 12, 81.0, 34.670007700637505, 58.490202372576086, 5, 34, 1, 6, 3, 0, 0, 0]
[0, 4, 13, 79.5, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 4, 14, 78.0, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 4, 15, 76.5, 13.598695830920215, 56.06885928153056, 5, 30, 1, 8, 4, 0, 0, 0]
[0, 4, 16, 75.0, 9.615730037336915, 61.57071406268307, 5, 30, 1, 9, 4, 0, 0, 0]
[0, 4, 17, 73.5, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 5, 1, 97.5, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 5, 2, 96.0, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 5, 3, 94.5, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 5, 4, 93.0, 77.52449399906664, 82.15683345296888, -1, 35, 0, 2, 1, 0, 0, 0]
[0, 5, 5, 91.5, 77.52449399906664, 82.15683345296888, -1, 35, 2, 2, 1, 0, 0, 0]
[0, 5, 6, 90.0, 73.23121821159823, 73.23121821159823, -1, 35, 0, 2, 2, 0, 0, 0]
[0, 5, 7, 88.5, 70.0035713374682, 64.5042780503158, -1, 35, 0, 2, 3, 0, 0, 0]
[0, 5, 8, 87.0, 60.81521656656117, 60.81521656656117, -1, 32, 1, 3, 3, 0, 0, 0]
[0, 5, 9, 85.5, 60.81521656656117, 60.81521656656117, -1, 31, 2, 3, 3, 0, 0, 0]
[0, 5, 10, 84.0, 51.7822909919729, 58.490202372576086, -1, 31, 1, 4, 3, 0, 0, 0]
[0, 5, 11, 82.5, 43.00285203354387, 57.69438022402149, -1, 31, 1, 5, 3, 0, 0, 0]
[0, 5, 12, 81.0, 34.670007700637505, 58.490202372576086, 5, 31, 1, 6, 3, 0, 0, 0]
[0, 5, 13, 79.5, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 5, 14, 78.0, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 5, 15, 76.5, 13.598695830920215, 56.06885928153056, 5, 30, 1, 8, 4, 0, 0, 0]
[0, 5, 16, 75.0, 9.615730037336915, 61.57071406268307, 5, 30, 1, 9, 4, 0, 0, 0]
[0, 5, 17, 73.5, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 6, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 6, 2, 96.0, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 6, 3, 94.5, 77.52449399906664, 82.15683345296888, -1, 35, 0, 2, 1, 0, 0, 0]
[0, 6, 4, 93.0, 77.52449399906664, 82.15683345296888, -1, 35, 2, 2, 1, 0, 0, 0]
[0, 6, 5, 91.5, 77.52449399906664, 82.15683345296888, -1, 35, 2, 2, 1, 0, 0, 0]
[0, 6, 6, 90.0, 77.52449399906664, 82.15683345296888, -1, 35, 2, 2, 1, 0, 0, 0]
[0, 6, 7, 88.5, 73.23121821159823, 73.23121821159823, -1, 35, 1, 2, 2, 0, 0, 0]
[0, 6, 8, 87.0, 64.5042780503158, 70.0035713374682, -1, 35, 1, 3, 2, 0, 0, 0]
[0, 6, 9, 85.5, 60.81521656656117, 60.81521656656117, -1, 34, 0, 3, 3, 0, 0, 0]
[0, 6, 10, 84.0, 51.7822909919729, 58.490202372576086, -1, 31, 1, 4, 3, 0, 0, 0]
[0, 6, 11, 82.5, 43.00285203354387, 57.69438022402149, -1, 31, 1, 5, 3, 0, 0, 0]
[0, 6, 12, 81.0, 34.670007700637505, 58.490202372576086, 5, 31, 1, 6, 3, 0, 0, 0]
[0, 6, 13, 79.5, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 6, 14, 78.0, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 6, 15, 76.5, 13.598695830920215, 56.06885928153056, 5, 30, 1, 8, 4, 0, 0, 0]
[0, 6, 16, 75.0, 9.615730037336915, 61.57071406268307, 5, 30, 1, 9, 4, 0, 0, 0]
[0, 6, 17, 73.5, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 7, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 7, 2, 96.0, 90.7146157431864, 94.70395779819081, -1, 35, 2, 1, 0, 0, 0, 0]
[0, 7, 3, 94.5, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 7, 4, 93.0, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 7, 5, 91.5, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 7, 6, 90.0, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
[0, 7, 7, 88.5, 67.99347915460106, 87.07413887244226, -1, 35, 1, 4, 0, 0, 0, 0]
[0, 7, 8, 87.0, 61.57071406268307, 86.54157033603224, -1, 35, 0, 5, 0, 0, 0, 0]
[0, 7, 9, 85.5, 61.57071406268307, 86.54157033603224, -1, 34, 2, 5, 0, 0, 0, 0]
[0, 7, 10, 84.0, 56.06885928153056, 87.07413887244226, -1, 34, 1, 6, 0, 0, 0, 0]
[0, 7, 11, 82.5, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 7, 12, 81.0, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 7, 13, 79.5, 34.670007700637505, 58.490202372576086, 5, 34, 1, 6, 3, 0, 0, 0]
[0, 7, 14, 78.0, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 7, 15, 76.5, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 7, 16, 75.0, 13.598695830920215, 56.06885928153056, 5, 30, 1, 8, 4, 0, 0, 0]
[0, 7, 17, 73.5, 9.615730037336915, 61.57071406268307, 5, 30, 1, 9, 4, 0, 0, 0]
[0, 7, 18, 72.0, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 8, 1, 97.5, 99, 99, -1, 35, 2, 9, 5, 0, 0, 0]
[0, 8, 2, 96.0, 90.7146157431864, 94.70395779819081, -1, 35, 0, 1, 0, 0, 0, 0]
[0, 8, 3, 94.5, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 8, 4, 93.0, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 8, 5, 91.5, 77.52449399906664, 82.15683345296888, -1, 35, 0, 2, 1, 0, 0, 0]
[0, 8, 6, 90.0, 73.23121821159823, 73.23121821159823, -1, 35, 0, 2, 2, 0, 0, 0]
[0, 8, 7, 88.5, 64.5042780503158, 70.0035713374682, -1, 35, 1, 3, 2, 0, 0, 0]
[0, 8, 8, 87.0, 56.06885928153056, 67.99347915460106, -1, 34, 1, 4, 2, 0, 0, 0]
[0, 8, 9, 85.5, 48.07865018668458, 67.3101102613584, -1, 34, 1, 5, 2, 0, 0, 0]
[0, 8, 10, 84.0, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 8, 11, 82.5, 34.670007700637505, 58.490202372576086, 5, 34, 1, 6, 3, 0, 0, 0]
[0, 8, 12, 81.0, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 8, 13, 79.5, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 8, 14, 78.0, 13.598695830920215, 56.06885928153056, 5, 30, 1, 8, 4, 0, 0, 0]
[0, 8, 15, 76.5, 9.615730037336915, 61.57071406268307, 5, 30, 1, 9, 4, 0, 0, 0]
[0, 8, 16, 75.0, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
[0, 9, 1, 97.5, 90.7146157431864, 94.70395779819081, -1, 35, 0, 1, 0, 0, 0, 0]
[0, 9, 2, 96.0, 82.71763746124408, 91.22282484984174, -1, 35, 0, 2, 0, 0, 0, 0]
[0, 9, 3, 94.5, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 9, 4, 93.0, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 9, 5, 91.5, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 9, 6, 90.0, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 9, 7, 88.5, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
[0, 9, 8, 87.0, 67.99347915460106, 87.07413887244226, -1, 35, 1, 4, 0, 0, 0, 0]
[0, 9, 9, 85.5, 61.57071406268307, 86.54157033603224, -1, 35, 1, 5, 0, 0, 0, 0]
[0, 9, 10, 84.0, 56.06885928153056, 87.07413887244226, -1, 34, 1, 6, 0, 0, 0, 0]
[0, 9, 11, 82.5, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 9, 12, 81.0, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 9, 13, 79.5, 34.670007700637505, 58.490202372576086, 5, 34, 1, 6, 3, 0, 0, 0]
[0, 9, 14, 78.0, 27.19739166184043, 60.81521656656117, 5, 30, 1, 7, 3, 0, 0, 0]
[0, 9, 15, 76.5, 21.501426016771934, 64.5042780503158, 5, 30, 1, 8, 3, 0, 0, 0]
[0, 9, 16, 75.0, 13.598695830920215, 56.06885928153056, 5, 30, 1, 8, 4, 0, 0, 0]
[0, 9, 17, 73.5, 9.615730037336915, 61.57071406268307, 5, 30, 1, 9, 4, 0, 0, 0]
[0, 9, 18, 72.0, 0, 54.39478332368086, 5, 30, 1, 9, 5, 1, 0, 0]
