nom,epoch,trial,battery,station,target,reward,state,action,x,y,done,fail,other
[0, 0, 1, 97.5, 99, 99, -1, 35, 2, 5, 9, 0, 0, 0]
[0, 0, 2, 96.0, 99, 99, -1, 35, 2, 5, 9, 0, 0, 0]
[0, 0, 3, 94.5, 90.7146157431864, 94.70395779819081, -1, 35, 1, 1, 0, 0, 0, 0]
[0, 0, 4, 93.0, 82.71763746124408, 91.22282484984174, -1, 35, 1, 2, 0, 0, 0, 0]
[0, 0, 5, 91.5, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 0, 6, 90.0, 82.71763746124408, 91.22282484984174, -1, 35, 2, 2, 0, 0, 0, 0]
[0, 0, 7, 88.5, 75.10125240771652, 88.65265056855428, -1, 35, 1, 3, 0, 0, 0, 0]
[0, 0, 8, 87.0, 67.99347915460106, 87.07413887244226, -1, 35, 0, 4, 0, 0, 0, 0]
[0, 0, 9, 85.5, 67.99347915460106, 87.07413887244226, -1, 35, 2, 4, 0, 0, 0, 0]
[0, 0, 10, 84.0, 61.57071406268307, 86.54157033603224, -1, 35, 1, 5, 0, 0, 0, 0]
[0, 0, 11, 82.5, 54.39478332368086, 76.92584029869532, -1, 34, 1, 5, 1, 0, 0, 0]
[0, 0, 12, 81.0, 48.07865018668458, 77.52449399906664, -1, 34, 1, 6, 1, 0, 0, 0]
[0, 0, 13, 79.5, 40.796087492760634, 67.99347915460106, -1, 34, 1, 6, 2, 0, 0, 0]
[0, 0, 14, 78.0, 34.670007700637505, 70.0035713374682, 5, 34, 1, 7, 2, 0, 0, 0]
[0, 0, 15, 76.5, 27.19739166184043, 60.81521656656117, 5, 33, 0, 7, 3, 0, 0, 0]
[0, 0, 16, 75.0, 34.670007700637505, 70.0035713374682, 5, 30, 1, 7, 2, 0, 0, 0]
[0, 0, 17, 73.5, 27.19739166184043, 60.81521656656117, 5, 33, 0, 7, 3, 0, 0, 0]
[0, 0, 18, 72.0, 34.670007700637505, 70.0035713374682, 5, 30, 1, 7, 2, 0, 0, 0]
[0, 0, 19, 69.75, 27.19739166184043, 60.81521656656117, 5, 33, 0, 7, 3, 0, 0, 0]
[0, 0, 20, 67.5, 34.670007700637505, 70.0035713374682, 5, 21, 1, 7, 2, 0, 0, 0]
[0, 0, 21, 65.25, 27.19739166184043, 60.81521656656117, 5, 24, 0, 7, 3, 0, 0, 0]
[0, 0, 22, 63.0, 34.670007700637505, 70.0035713374682, 5, 21, 1, 7, 2, 0, 0, 0]
[0, 0, 23, 60.75, 27.19739166184043, 60.81521656656117, 5, 24, 0, 7, 3, 0, 0, 0]
[0, 0, 24, 58.5, 34.670007700637505, 70.0035713374682, 5, 21, 1, 7, 2, 0, 0, 0]
[0, 0, 25, 56.25, 27.19739166184043, 60.81521656656117, 5, 24, 0, 7, 3, 0, 0, 0]
[0, 0, 26, 54.0, 34.670007700637505, 70.0035713374682, 5, 21, 1, 7, 2, 0, 0, 0]
[0, 0, 27, 51.75, 27.19739166184043, 60.81521656656117, 5, 24, 0, 7, 3, 0, 0, 0]
[0, 0, 28, 49.5, 34.670007700637505, 70.0035713374682, 5, 21, 1, 7, 2, 0, 0, 0]
[0, 0, 29, 47.25, 27.19739166184043, 60.81521656656117, 5, 15, 0, 7, 3, 0, 0, 0]
[0, 0, 30, 45.0, 34.670007700637505, 58.490202372576086, 5, 12, 0, 6, 3, 0, 0, 0]
[0, 0, 31, 42.75, 43.00285203354387, 57.69438022402149, -1, 12, 0, 5, 3, 0, 0, 0]
[0, 0, 32, 40.5, 39.646670611364556, 48.07865018668458, -1, 13, 0, 5, 4, 0, 0, 0]
[0, 0, 33, 37.25, 38.46292014934766, 38.46292014934766, -1, 13, 1, 5, 5, 0, 0, 0]
[0, 0, 34, 33.5, 28.847190112010743, 39.646670611364556, 5, 13, 1, 6, 5, 0, 0, 0]
[0, 0, 35, 29.75, 19.23146007467383, 43.00285203354387, 5, 12, 1, 7, 5, 0, 0, 0]
[0, 0, 36, 27.25, 28.847190112010743, 39.646670611364556, 5, 3, 0, 6, 5, 0, 0, 0]
[0, 0, 37, 24.75, 38.46292014934766, 38.46292014934766, -1, 3, 0, 5, 5, 0, 0, 0]
[0, 0, 38, 22.25, 28.847190112010743, 39.646670611364556, 5, 4, 0, 6, 5, 0, 0, 0]
[0, 0, 39, 19.75, 19.23146007467383, 43.00285203354387, 5, 3, 1, 7, 5, 0, 0, 0]
[0, 0, 40, 17.25, 9.615730037336915, 48.07865018668458, 5, 3, 1, 8, 5, 0, 0, 0]
[0, 0, 41, 14.75, 0, 54.39478332368086, 5, 3, 1, 9, 5, 1, 0, 0]
