nom,epoch,trial,battery,station,target,reward,state,action,destiny,done,fail,other
[0, 0, 0, 98, 99, 99, -1, 98, 2, 2, 0, 0, 0]
[0, 0, 1, 96, 94.70395779819081, 90.7146157431864, -1, 96, 0, 0, 0, 0, 0]
[0, 0, 2, 94, 86.00570406708773, 86.00570406708773, -1, 94, 1, 1, 0, 0, 0]
[0, 0, 3, 92, 77.52449399906664, 82.15683345296888, -1, 92, 3, 0, 0, 0, 0]
[0, 0, 4, 90, 69.34001540127501, 79.29334122272911, -1, 90, 1, 1, 0, 0, 0]
[0, 0, 5, 88, 61.57071406268307, 77.52449399906664, -1, 88, 1, 1, 0, 0, 0]
[0, 0, 6, 86, 61.57071406268307, 77.52449399906664, -1, 86, 2, 2, 0, 0, 0]
[0, 0, 7, 84, 61.57071406268307, 77.52449399906664, -1, 84, 2, 2, 0, 0, 0]
[0, 0, 8, 82, 56.06885928153056, 67.99347915460106, -1, 82, 1, 1, 0, 0, 0]
[0, 0, 9, 80, 56.06885928153056, 67.99347915460106, -1, 80, 2, 2, 0, 0, 0]
[0, 0, 10, 78, 48.07865018668458, 67.3101102613584, -1, 78, 1, 1, 0, 0, 0]
[0, 0, 11, 76, 48.07865018668458, 67.3101102613584, -1, 76, 2, 2, 0, 0, 0]
[0, 0, 12, 74, 40.796087492760634, 67.99347915460106, -1, 74, 3, 0, 0, 0, 0]
[0, 0, 13, 72, 34.670007700637505, 70.0035713374682, 5, 72, 1, 1, 0, 0, 0]
[0, 0, 14, 70, 30.407608283280585, 73.23121821159823, 5, 70, 1, 1, 0, 0, 0]
[0, 0, 15, 68, 21.501426016771934, 64.5042780503158, 5, 68, 3, 0, 0, 0, 0]
[0, 0, 16, 66, 13.598695830920215, 56.06885928153056, 5, 66, 0, 0, 0, 0, 0]
[0, 0, 17, 64, 13.598695830920215, 56.06885928153056, 5, 64, 2, 2, 0, 0, 0]
[0, 0, 18, 62, 13.598695830920215, 56.06885928153056, 5, 62, 2, 2, 0, 0, 0]
[0, 0, 19, 60, 9.615730037336915, 61.57071406268307, 5, 60, 1, 1, 0, 0, 0]
[0, 0, 20, 58, 0, 54.39478332368086, 5, 58, 0, 0, 0, 0, 0]
[0, 0, 21, 56, 0, 54.39478332368086, 5, 56, 2, 2, 0, 0, 0]
[0, 0, 22, 54, 9.615730037336915, 48.07865018668458, 5, 54, 3, 0, 0, 0, 0]
[0, 0, 23, 52, 9.615730037336915, 48.07865018668458, 5, 52, 2, 2, 0, 0, 0]
[0, 0, 24, 50, 13.598695830920215, 40.796087492760634, 5, 50, 0, 0, 0, 0, 0]
[0, 0, 25, 48, 21.501426016771934, 34.670007700637505, 10, 48, 0, 0, 0, 0, 0]
[0, 0, 26, 46, 30.407608283280585, 30.407608283280585, 10, 46, 3, 0, 0, 0, 0]
[0, 0, 27, 44, 30.407608283280585, 30.407608283280585, 10, 44, 2, 2, 0, 0, 0]
[0, 0, 28, 42, 30.407608283280585, 30.407608283280585, 10, 42, 2, 2, 0, 0, 0]
[0, 0, 29, 40, 39.646670611364556, 28.847190112010743, 10, 40, 0, 0, 0, 0, 0]
[0, 0, 30, 38, 43.00285203354387, 19.23146007467383, 10, 38, 0, 0, 0, 0, 0]
[0, 0, 31, 36, 48.07865018668458, 9.615730037336915, 10, 36, 0, 0, 0, 0, 0]
[0, 0, 32, 34, 54.39478332368086, 0, 10, 34, 0, 0, 1, 0, 0]
[0, 1, 0, 98, 94.70395779819081, 90.7146157431864, -1, 98, 0, 0, 0, 0, 0]
[0, 1, 1, 96, 94.70395779819081, 90.7146157431864, -1, 96, 2, 2, 0, 0, 0]
[0, 1, 2, 94, 86.00570406708773, 86.00570406708773, -1, 94, 1, 1, 0, 0, 0]
[0, 1, 3, 92, 86.00570406708773, 86.00570406708773, -1, 92, 2, 2, 0, 0, 0]
[0, 1, 4, 90, 77.52449399906664, 82.15683345296888, -1, 90, 1, 1, 0, 0, 0]
[0, 1, 5, 88, 69.34001540127501, 79.29334122272911, -1, 88, 1, 1, 0, 0, 0]
[0, 1, 6, 86, 64.5042780503158, 70.0035713374682, -1, 86, 0, 0, 0, 0, 0]
[0, 1, 7, 84, 60.81521656656117, 60.81521656656117, -1, 84, 3, 0, 0, 0, 0]
[0, 1, 8, 82, 60.81521656656117, 60.81521656656117, -1, 82, 2, 2, 0, 0, 0]
[0, 1, 9, 80, 58.490202372576086, 51.7822909919729, -1, 80, 3, 0, 0, 0, 0]
[0, 1, 10, 78, 58.490202372576086, 51.7822909919729, -1, 78, 2, 2, 0, 0, 0]
[0, 1, 11, 76, 58.490202372576086, 51.7822909919729, -1, 76, 2, 2, 0, 0, 0]
[0, 1, 12, 74, 49.030795097821205, 49.030795097821205, -1, 74, 1, 1, 0, 0, 0]
[0, 1, 13, 72, 48.07865018668458, 39.646670611364556, -1, 72, 0, 0, 0, 0, 0]
[0, 1, 14, 70, 48.07865018668458, 39.646670611364556, -1, 70, 2, 2, 0, 0, 0]
[0, 1, 15, 68, 48.07865018668458, 39.646670611364556, -1, 68, 2, 2, 0, 0, 0]
[0, 1, 16, 66, 49.030795097821205, 30.407608283280585, 10, 66, 3, 0, 0, 0, 0]
[0, 1, 17, 64, 51.7822909919729, 21.501426016771934, 10, 64, 0, 0, 0, 0, 0]
[0, 1, 18, 62, 56.06885928153056, 13.598695830920215, 10, 62, 3, 0, 0, 0, 0]
[0, 1, 19, 60, 61.57071406268307, 9.615730037336915, 10, 60, 3, 0, 0, 0, 0]
[0, 1, 20, 58, 61.57071406268307, 9.615730037336915, 10, 58, 2, 2, 0, 0, 0]
[0, 1, 21, 56, 54.39478332368086, 0, 10, 56, 0, 0, 1, 0, 0]
[0, 2, 0, 98, 90.7146157431864, 94.70395779819081, -1, 98, 1, 1, 0, 0, 0]
[0, 2, 1, 96, 86.00570406708773, 86.00570406708773, -1, 96, 0, 0, 0, 0, 0]
[0, 2, 2, 94, 77.52449399906664, 82.15683345296888, -1, 94, 0, 0, 0, 0, 0]
[0, 2, 3, 92, 73.23121821159823, 73.23121821159823, -1, 92, 3, 0, 0, 0, 0]
[0, 2, 4, 90, 70.0035713374682, 64.5042780503158, -1, 90, 3, 0, 0, 0, 0]
[0, 2, 5, 88, 60.81521656656117, 60.81521656656117, -1, 88, 3, 0, 0, 0, 0]
[0, 2, 6, 86, 58.490202372576086, 51.7822909919729, -1, 86, 3, 0, 0, 0, 0]
[0, 2, 7, 84, 49.030795097821205, 49.030795097821205, -1, 84, 1, 1, 0, 0, 0]
[0, 2, 8, 82, 39.646670611364556, 48.07865018668458, -1, 82, 1, 1, 0, 0, 0]
[0, 2, 9, 80, 38.46292014934766, 38.46292014934766, -1, 80, 1, 1, 0, 0, 0]
[0, 2, 10, 78, 39.646670611364556, 28.847190112010743, 10, 78, 0, 0, 0, 0, 0]
[0, 2, 11, 76, 43.00285203354387, 19.23146007467383, 10, 76, 3, 0, 0, 0, 0]
[0, 2, 12, 74, 34.670007700637505, 21.501426016771934, 10, 74, 1, 1, 0, 0, 0]
[0, 2, 13, 72, 34.670007700637505, 21.501426016771934, 10, 72, 2, 2, 0, 0, 0]
[0, 2, 14, 70, 43.00285203354387, 19.23146007467383, 10, 70, 3, 0, 0, 0, 0]
[0, 2, 15, 68, 34.670007700637505, 21.501426016771934, 10, 68, 1, 1, 0, 0, 0]
[0, 2, 16, 66, 34.670007700637505, 21.501426016771934, 10, 66, 2, 2, 0, 0, 0]
[0, 2, 17, 64, 34.670007700637505, 21.501426016771934, 10, 64, 2, 2, 0, 0, 0]
[0, 2, 18, 62, 30.407608283280585, 30.407608283280585, 10, 62, 1, 1, 0, 0, 0]
[0, 2, 19, 60, 34.670007700637505, 21.501426016771934, 10, 60, 0, 0, 0, 0, 0]
[0, 2, 20, 58, 30.407608283280585, 30.407608283280585, 10, 58, 1, 1, 0, 0, 0]
[0, 2, 21, 56, 34.670007700637505, 21.501426016771934, 10, 56, 0, 0, 0, 0, 0]
[0, 2, 22, 54, 30.407608283280585, 30.407608283280585, 10, 54, 1, 1, 0, 0, 0]
[0, 2, 23, 52, 34.670007700637505, 21.501426016771934, 10, 52, 0, 0, 0, 0, 0]
[0, 2, 24, 50, 34.670007700637505, 21.501426016771934, 10, 50, 2, 2, 0, 0, 0]
[0, 2, 25, 48, 43.00285203354387, 19.23146007467383, 10, 48, 3, 0, 0, 0, 0]
[0, 2, 26, 46, 34.670007700637505, 21.501426016771934, 10, 46, 3, 0, 0, 0, 0]
[0, 2, 27, 44, 34.670007700637505, 21.501426016771934, 10, 44, 2, 2, 0, 0, 0]
[0, 2, 28, 42, 43.00285203354387, 19.23146007467383, 10, 42, 3, 0, 0, 0, 0]
[0, 2, 29, 40, 34.670007700637505, 21.501426016771934, 10, 40, 1, 1, 0, 0, 0]
[0, 2, 30, 38, 43.00285203354387, 19.23146007467383, 10, 38, 0, 0, 0, 0, 0]
[0, 2, 31, 36, 43.00285203354387, 19.23146007467383, 10, 36, 2, 2, 0, 0, 0]
[0, 2, 32, 34, 34.670007700637505, 21.501426016771934, 10, 34, 1, 1, 0, 0, 0]
[0, 2, 33, 32, 30.407608283280585, 30.407608283280585, 10, 32, 1, 1, 0, 0, 0]
[0, 2, 34, 30, 34.670007700637505, 21.501426016771934, 10, 30, 3, 0, 0, 0, 0]
[0, 2, 35, 28, 34.670007700637505, 21.501426016771934, 10, 28, 2, 2, 0, 0, 0]
[0, 2, 36, 26, 43.00285203354387, 19.23146007467383, 10, 26, 3, 0, 0, 0, 0]
[0, 2, 37, 24, 34.670007700637505, 21.501426016771934, 10, 24, 1, 1, 0, 0, 0]
[0, 2, 38, 22, 30.407608283280585, 30.407608283280585, 10, 22, 1, 1, 0, 0, 0]
[0, 2, 39, 20, 30.407608283280585, 30.407608283280585, 10, 20, 2, 2, 0, 0, 0]
[0, 2, 40, 18, 21.501426016771934, 34.670007700637505, 10, 18, 1, 1, 0, 0, 0]
[0, 2, 41, 16, 21.501426016771934, 34.670007700637505, 10, 16, 2, 2, 0, 0, 0]
[0, 2, 42, 14, 13.598695830920215, 40.796087492760634, 5, 14, 1, 1, 0, 0, 0]
[0, 2, 43, 12, 9.615730037336915, 48.07865018668458, 5, 12, 1, 1, 0, 0, 0]
[0, 2, 44, 10, 13.598695830920215, 40.796087492760634, 5, 10, 3, 0, 0, 0, 0]
[0, 2, 45, 8, 21.501426016771934, 34.670007700637505, 10, 8, 3, 0, 0, 0, 0]
[0, 2, 46, 6, 21.501426016771934, 34.670007700637505, 10, 6, 2, 2, 0, 0, 0]
[0, 2, 47, 4, 21.501426016771934, 34.670007700637505, 10, 4, 2, 2, 0, 0, 0]
[0, 2, 48, 2, 30.407608283280585, 30.407608283280585, 10, 2, 0, 0, 0, 0, 0]
[0, 2, 49, 0, 39.646670611364556, 28.847190112010743, 10, 0, 3, 0, 0, 0, 0]
[0, 3, 0, 98, 94.70395779819081, 90.7146157431864, -1, 98, 3, 0, 0, 0, 0]
[0, 3, 1, 96, 86.00570406708773, 86.00570406708773, -1, 96, 1, 1, 0, 0, 0]
[0, 3, 2, 94, 86.00570406708773, 86.00570406708773, -1, 94, 2, 2, 0, 0, 0]
[0, 3, 3, 92, 77.52449399906664, 82.15683345296888, -1, 92, 1, 1, 0, 0, 0]
[0, 3, 4, 90, 77.52449399906664, 82.15683345296888, -1, 90, 2, 2, 0, 0, 0]
[0, 3, 5, 88, 73.23121821159823, 73.23121821159823, -1, 88, 3, 0, 0, 0, 0]
[0, 3, 6, 86, 70.0035713374682, 64.5042780503158, -1, 86, 3, 0, 0, 0, 0]
[0, 3, 7, 84, 60.81521656656117, 60.81521656656117, -1, 84, 0, 0, 0, 0, 0]
[0, 3, 8, 82, 51.7822909919729, 58.490202372576086, -1, 82, 1, 1, 0, 0, 0]
[0, 3, 9, 80, 49.030795097821205, 49.030795097821205, -1, 80, 0, 0, 0, 0, 0]
[0, 3, 10, 78, 48.07865018668458, 39.646670611364556, -1, 78, 3, 0, 0, 0, 0]
[0, 3, 11, 76, 48.07865018668458, 39.646670611364556, -1, 76, 2, 2, 0, 0, 0]
